disease,miRNA,disease_idx,miRNA_idx,label
"Carcinoma, Hepatocellular",hsa-mir-370,18,513,1
"Carcinoma, Lung",hsa-mir-370,146,513,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-370,20,513,1
"Carcinoma, Oral",hsa-mir-370,149,513,1
Cerebral Aneurysm,hsa-mir-370,512,513,1
Cerebral Cavernous Malformations,hsa-mir-370,756,513,1
Cholangiocarcinoma,hsa-mir-370,26,513,1
Colorectal Carcinoma,hsa-mir-370,30,513,1
Coronary Artery Disease,hsa-mir-370,31,513,1
Cystic Fibrosis,hsa-mir-370,531,513,1
"Diabetes Mellitus, Type 2",hsa-mir-370,36,513,1
Enterovirus Infection,hsa-mir-370,548,513,1
Gastric Neoplasms,hsa-mir-370,42,513,1
Glioma,hsa-mir-370,44,513,1
Helicobacter pylori Infection,hsa-mir-370,359,513,1
Hepatitis B Virus Infection,hsa-mir-370,201,513,1
Hyperlipidemia,hsa-mir-370,308,513,1
"Leukemia, Myeloid, Acute",hsa-mir-370,60,513,1
"Leukemia, Myeloid, Chronic",hsa-mir-370,62,513,1
Lipid Metabolism Disorder,hsa-mir-370,583,513,1
Liver Cirrhosis,hsa-mir-370,226,513,1
Liver Diseases,hsa-mir-370,227,513,1
Mild Cognitive Impairment,hsa-mir-370,243,513,1
Neoplasms,hsa-mir-370,85,513,1
Neuroblastoma,hsa-mir-370,363,513,1
Obesity,hsa-mir-370,87,513,1
Osteoarthritis,hsa-mir-370,257,513,1
Osteosarcoma,hsa-mir-370,259,513,1
Ovarian Neoplasms,hsa-mir-370,88,513,1
Prostate Neoplasms,hsa-mir-370,99,513,1
"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",hsa-mir-370,274,513,1
Thyroid Neoplasms,hsa-mir-370,113,513,1
"Adenocarcinoma, Lung",hsa-mir-373,121,518,1
Azoospermia,hsa-mir-373,490,518,1
Bladder Neoplasms,hsa-mir-373,14,518,1
Breast Neoplasms,hsa-mir-373,15,518,1
"Carcinoma, Cervical",hsa-mir-373,141,518,1
"Carcinoma, Colon",hsa-mir-373,142,518,1
"Carcinoma, Embryonal",hsa-mir-373,292,518,1
"Carcinoma, Hepatocellular",hsa-mir-373,18,518,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-373,20,518,1
"Carcinoma, Oral",hsa-mir-373,149,518,1
"Carcinoma, Ovarian",hsa-mir-373,150,518,1
Cerebellum Cancer,hsa-mir-373,295,518,1
Cervical Neoplasms,hsa-mir-373,163,518,1
Cholangiocarcinoma,hsa-mir-373,26,518,1
Colorectal Carcinoma,hsa-mir-373,30,518,1
Esophageal Neoplasms,hsa-mir-373,186,518,1
Fibrosarcoma,hsa-mir-373,680,518,1
Gastric Neoplasms,hsa-mir-373,42,518,1
Germ Cell And Embryonal Neoplasms,hsa-mir-373,554,518,1
Germ Cell Tumor,hsa-mir-373,194,518,1
Glioma,hsa-mir-373,44,518,1
Heart Failure,hsa-mir-373,47,518,1
Hematologic Neoplasms,hsa-mir-373,200,518,1
Hepatitis B Virus Infection,hsa-mir-373,201,518,1
Hepatitis C Virus Infection,hsa-mir-373,49,518,1
Laryngeal Neoplasms,hsa-mir-373,456,518,1
"Leukemia-Lymphoma, Precursor B-Cell Lymphoblastic",hsa-mir-373,66,518,1
Liver Neoplasms,hsa-mir-373,229,518,1
Lung Neoplasms,hsa-mir-373,69,518,1
"Lymphoma, T-Cell",hsa-mir-373,236,518,1
Medulloblastoma,hsa-mir-373,314,518,1
Melanoma,hsa-mir-373,76,518,1
Neoplasms,hsa-mir-373,85,518,1
Osteoarthritis,hsa-mir-373,257,518,1
Ovarian Germ Cell Cancer,hsa-mir-373,770,518,1
Ovarian Neoplasms,hsa-mir-373,88,518,1
Pancreatic Neoplasms,hsa-mir-373,89,518,1
Prostate Neoplasms,hsa-mir-373,99,518,1
Retinoblastoma,hsa-mir-373,101,518,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-373,109,518,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-373,273,518,1
"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",hsa-mir-373,274,518,1
"Squamous Cell Carcinoma, Tongue",hsa-mir-373,429,518,1
Testicular Germ Cell Tumor,hsa-mir-373,370,518,1
Testicular Neoplasms,hsa-mir-373,278,518,1
"Adenocarcinoma, Lung",hsa-mir-376a,121,524,1
Bone Cancer,hsa-mir-376a,656,524,1
Breast Neoplasms,hsa-mir-376a,15,524,1
"Carcinoma, Hepatocellular",hsa-mir-376a,18,524,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-376a,20,524,1
"Carcinoma, Ovarian",hsa-mir-376a,150,524,1
Colorectal Carcinoma,hsa-mir-376a,30,524,1
"Diabetes Mellitus, Type 2",hsa-mir-376a,36,524,1
Neoplasms,hsa-mir-376a,85,524,1
Ovarian Neoplasms,hsa-mir-376a,88,524,1
Pancreatic Neoplasms,hsa-mir-376a,89,524,1
Parkinson Disease,hsa-mir-376a,90,524,1
Prostate Neoplasms,hsa-mir-376a,99,524,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-376a,109,524,1
Vascular Disease,hsa-mir-376a,286,524,1
Viral Infectious Disease,hsa-mir-376a,325,524,1
"Adenocarcinoma, Lung",hsa-mir-3941,121,557,1
"Adenocarcinoma, Lung",hsa-mir-409,121,561,1
Alzheimer Disease,hsa-mir-409,5,561,1
Bladder Neoplasms,hsa-mir-409,14,561,1
Breast Neoplasms,hsa-mir-409,15,561,1
"Carcinoma, Breast",hsa-mir-409,139,561,1
"Carcinoma, Hepatocellular",hsa-mir-409,18,561,1
Colorectal Carcinoma,hsa-mir-409,30,561,1
"Diabetes Mellitus, Type 2",hsa-mir-409,36,561,1
Gastric Neoplasms,hsa-mir-409,42,561,1
Kaposi Sarcoma,hsa-mir-409,391,561,1
"Leukemia, Myeloid, Acute",hsa-mir-409,60,561,1
Medulloblastoma,hsa-mir-409,314,561,1
Osteosarcoma,hsa-mir-409,259,561,1
Ovarian Neoplasms,hsa-mir-409,88,561,1
Parkinson Disease,hsa-mir-409,90,561,1
Prostate Neoplasms,hsa-mir-409,99,561,1
Salivary Gland Neoplasms,hsa-mir-409,629,561,1
"Adenocarcinoma, Lung",hsa-mir-411,121,563,1
Breast Neoplasms,hsa-mir-411,15,563,1
Bronchopulmonary Dysplasia,hsa-mir-411,136,563,1
"Carcinoma, Breast",hsa-mir-411,139,563,1
"Carcinoma, Hepatocellular",hsa-mir-411,18,563,1
Graft-Versus-Host Disease,hsa-mir-411,197,563,1
Mesothelioma,hsa-mir-411,77,563,1
Multiple Sclerosis,hsa-mir-411,80,563,1
Osteosarcoma,hsa-mir-411,259,563,1
Ovarian Neoplasms,hsa-mir-411,88,563,1
Preeclampsia,hsa-mir-411,96,563,1
Rhabdomyosarcoma,hsa-mir-411,322,563,1
"Adenocarcinoma, Lung",hsa-mir-451,121,638,1
Atrial Fibrillation,hsa-mir-451,131,638,1
Bladder Neoplasms,hsa-mir-451,14,638,1
Breast Neoplasms,hsa-mir-451,15,638,1
"Carcinoma, Bladder",hsa-mir-451,138,638,1
"Carcinoma, Esophageal",hsa-mir-451,17,638,1
"Carcinoma, Gastric",hsa-mir-451,144,638,1
"Carcinoma, Hepatocellular",hsa-mir-451,18,638,1
"Carcinoma, Lung",hsa-mir-451,146,638,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-451,20,638,1
"Carcinoma, Nasopharyngeal",hsa-mir-451,148,638,1
"Carcinoma, Pancreatic",hsa-mir-451,152,638,1
"Carcinoma, Renal Cell",hsa-mir-451,21,638,1
"Carcinoma, Thyroid, Papillary",hsa-mir-451,157,638,1
Chronic Obstructive Pulmonary Disease,hsa-mir-451,168,638,1
Colorectal Carcinoma,hsa-mir-451,30,638,1
Congenital Microtia,hsa-mir-451,668,638,1
"Constriction, Pathologic",hsa-mir-451,757,638,1
Coronary Artery Disease,hsa-mir-451,31,638,1
Early-Stage Gastric Carcinoma,hsa-mir-451,180,638,1
Ectopic Pregnancy,hsa-mir-451,37,638,1
Endometriosis,hsa-mir-451,38,638,1
Esophageal Neoplasms,hsa-mir-451,186,638,1
"Fatty Liver, Non-Alcoholic",hsa-mir-451,41,638,1
Gastric Neoplasms,hsa-mir-451,42,638,1
Gastrointestinal Neoplasms,hsa-mir-451,193,638,1
Glioblastoma,hsa-mir-451,43,638,1
Glioma,hsa-mir-451,44,638,1
Hemophagocytic Lymphohistiocytosis,hsa-mir-451,732,638,1
Infection,hsa-mir-451,426,638,1
Ischemic Heart Disease,hsa-mir-451,219,638,1
"Leukemia, Lymphoblastic, Acute, B-Cell",hsa-mir-451,581,638,1
"Leukemia, Myeloid, Acute",hsa-mir-451,60,638,1
"Leukemia, Myeloid, Chronic",hsa-mir-451,62,638,1
Liposarcoma,hsa-mir-451,225,638,1
Liver Neoplasms,hsa-mir-451,229,638,1
Lung Neoplasms,hsa-mir-451,69,638,1
Malignant Neoplasms,hsa-mir-451,341,638,1
Mountain Sickness,hsa-mir-451,315,638,1
Multiple Myeloma,hsa-mir-451,79,638,1
Muscle Diseases,hsa-mir-451,245,638,1
Necrotizing Enterocolitis,hsa-mir-451,777,638,1
Neoplasms,hsa-mir-451,85,638,1
Neuroblastoma,hsa-mir-451,363,638,1
Osteosarcoma,hsa-mir-451,259,638,1
Ovarian Neoplasms,hsa-mir-451,88,638,1
Placenta Cancer,hsa-mir-451,842,638,1
Plasmodium vivax Infection,hsa-mir-451,92,638,1
Polycythemia Vera,hsa-mir-451,95,638,1
Prolactinoma,hsa-mir-451,771,638,1
Prostate Neoplasms,hsa-mir-451,99,638,1
Pterygium,hsa-mir-451,418,638,1
Pulmonary Hypertension,hsa-mir-451,268,638,1
Rheumatoid Arthritis,hsa-mir-451,102,638,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-451,273,638,1
"Adenocarcinoma, Lung",hsa-mir-451a,121,643,1
Aortic Stenosis,hsa-mir-451a,7,643,1
Breast Neoplasms,hsa-mir-451a,15,643,1
"Carcinoma, Hepatocellular",hsa-mir-451a,18,643,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-451a,20,643,1
"Carcinoma, Renal Cell",hsa-mir-451a,21,643,1
"Carcinoma, Thyroid, Papillary",hsa-mir-451a,157,643,1
Cardiomyopathy,hsa-mir-451a,159,643,1
Cardiovascular Diseases,hsa-mir-451a,23,643,1
Colorectal Carcinoma,hsa-mir-451a,30,643,1
"Diabetes Mellitus, Type 2",hsa-mir-451a,36,643,1
Diabetic Nephropathy,hsa-mir-451a,176,643,1
Epilepsy,hsa-mir-451a,185,643,1
Esophageal Neoplasms,hsa-mir-451a,186,643,1
Familial Mediterranean Fever,hsa-mir-451a,40,643,1
Fibromyalgia,hsa-mir-451a,762,643,1
Fungal Keratitis,hsa-mir-451a,682,643,1
Gastric Neoplasms,hsa-mir-451a,42,643,1
Gastrointestinal Neoplasms,hsa-mir-451a,193,643,1
Glaucoma,hsa-mir-451a,196,643,1
Glioblastoma,hsa-mir-451a,43,643,1
Glioma,hsa-mir-451a,44,643,1
Hearing Loss,hsa-mir-451a,306,643,1
Heart Failure,hsa-mir-451a,47,643,1
"Leukemia, Myeloid, Chronic",hsa-mir-451a,62,643,1
"Leukemia-Lymphoma, Adult T-Cell",hsa-mir-451a,65,643,1
"Leukemia-Lymphoma, Precursor B-Cell Lymphoblastic",hsa-mir-451a,66,643,1
Lung Neoplasms,hsa-mir-451a,69,643,1
Melanoma,hsa-mir-451a,76,643,1
Myocardial Infarction,hsa-mir-451a,83,643,1
Neoplasms,hsa-mir-451a,85,643,1
Pancreatic Neoplasms,hsa-mir-451a,89,643,1
Polycythemia Vera,hsa-mir-451a,95,643,1
Retinal Neovascularization,hsa-mir-451a,459,643,1
"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",hsa-mir-451a,274,643,1
"Tuberculosis, Pulmonary",hsa-mir-451a,282,643,1
"Adenocarcinoma, Lung",hsa-mir-485,121,693,1
Androgenetic Alopecia,hsa-mir-485,480,693,1
Anxiety Disorders,hsa-mir-485,6,693,1
Asthma,hsa-mir-485,10,693,1
Breast Neoplasms,hsa-mir-485,15,693,1
"Carcinoma, Breast",hsa-mir-485,139,693,1
"Carcinoma, Hepatocellular",hsa-mir-485,18,693,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-485,20,693,1
Endometriosis,hsa-mir-485,38,693,1
Ependymoma,hsa-mir-485,335,693,1
Hyperglycemia,hsa-mir-485,388,693,1
Leukemia,hsa-mir-485,55,693,1
Mycobacterium tuberculosis Infection,hsa-mir-485,248,693,1
Ovarian Neoplasms,hsa-mir-485,88,693,1
Prostate Neoplasms,hsa-mir-485,99,693,1
Soft Tissue Sarcoma,hsa-mir-485,368,693,1
Squamous Cell Carcinoma,hsa-mir-485,369,693,1
Viral Infectious Disease,hsa-mir-485,325,693,1
"Adenocarcinoma, Lung",hsa-mir-511,121,733,1
Alzheimer Disease,hsa-mir-511,5,733,1
"Carcinoma, Hepatocellular",hsa-mir-511,18,733,1
Chronic Hepatitis B,hsa-mir-511,28,733,1
Depression Disorder,hsa-mir-511,299,733,1
Fungal Keratitis,hsa-mir-511,682,733,1
"Leukemia, Myeloid, Acute",hsa-mir-511,60,733,1
Lung Neoplasms,hsa-mir-511,69,733,1
"Lymphoma, Large B-Cell, Diffuse",hsa-mir-511,234,733,1
"Lymphoma, T-Cell",hsa-mir-511,236,733,1
Neoplasms,hsa-mir-511,85,733,1
"Adenocarcinoma, Lung",hsa-mir-512,121,734,1
Alzheimer Disease,hsa-mir-512,5,734,1
"Carcinoma, Colon",hsa-mir-512,142,734,1
"Carcinoma, Hepatocellular",hsa-mir-512,18,734,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-512,20,734,1
"Carcinoma, Prostate",hsa-mir-512,153,734,1
Gastric Neoplasms,hsa-mir-512,42,734,1
Lung Neoplasms,hsa-mir-512,69,734,1
"Lymphoma, Large B-Cell",hsa-mir-512,347,734,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-512,273,734,1
"Adenocarcinoma, Lung",hsa-mir-519a-1,121,776,1
Adenovirus Infection,hsa-mir-519a-1,444,776,1
Gastric Neoplasms,hsa-mir-519a-1,42,776,1
Gout,hsa-mir-519a-1,386,776,1
Recurrent Spontaneous Abortion,hsa-mir-519a-1,623,776,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-519a-1,273,776,1
"Adenocarcinoma, Lung",hsa-mir-519d,121,780,1
Breast Neoplasms,hsa-mir-519d,15,780,1
"Carcinoma, Hepatocellular",hsa-mir-519d,18,780,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-519d,20,780,1
"Carcinoma, Ovarian",hsa-mir-519d,150,780,1
Ectopic Pregnancy,hsa-mir-519d,37,780,1
Gout,hsa-mir-519d,386,780,1
Neoplasms,hsa-mir-519d,85,780,1
Osteosarcoma,hsa-mir-519d,259,780,1
Preeclampsia,hsa-mir-519d,96,780,1
Prostate Neoplasms,hsa-mir-519d,99,780,1
"Adenocarcinoma, Lung",hsa-mir-520b,121,783,1
Breast Neoplasms,hsa-mir-520b,15,783,1
"Carcinoma, Gastric",hsa-mir-520b,144,783,1
"Carcinoma, Hepatocellular",hsa-mir-520b,18,783,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-520b,20,783,1
"Carcinoma, Urothelial, Upper Tract",hsa-mir-520b,158,783,1
Endometriosis,hsa-mir-520b,38,783,1
Gout,hsa-mir-520b,386,783,1
Heart Failure,hsa-mir-520b,47,783,1
Hepatitis B Virus Infection,hsa-mir-520b,201,783,1
Neoplasms,hsa-mir-520b,85,783,1
Pituitary Adenoma,hsa-mir-520b,616,783,1
"Adenocarcinoma, Lung",hsa-mir-551b,121,840,1
"Carcinoma, Ovarian",hsa-mir-551b,150,840,1
"Carcinoma, Thyroid, Papillary",hsa-mir-551b,157,840,1
Celiac Disease,hsa-mir-551b,161,840,1
Gastric Neoplasms,hsa-mir-551b,42,840,1
"Leukemia, Myeloid, Acute",hsa-mir-551b,60,840,1
Thyroid Neoplasms,hsa-mir-551b,113,840,1
"Adenocarcinoma, Lung",hsa-mir-552,121,841,1
"Carcinoma, Colon",hsa-mir-552,142,841,1
Colon Neoplasms,hsa-mir-552,29,841,1
Colorectal Adenocarcinoma,hsa-mir-552,170,841,1
Colorectal Carcinoma,hsa-mir-552,30,841,1
Neoplasms,hsa-mir-552,85,841,1
Pancreatic Neoplasms,hsa-mir-552,89,841,1
"Adenocarcinoma, Lung",hsa-mir-590,121,876,1
Alzheimer Disease,hsa-mir-590,5,876,1
Atherosclerosis,hsa-mir-590,11,876,1
Atrial Fibrillation,hsa-mir-590,131,876,1
Breast Neoplasms,hsa-mir-590,15,876,1
"Carcinoma, Breast",hsa-mir-590,139,876,1
"Carcinoma, Cervical",hsa-mir-590,141,876,1
"Carcinoma, Colon",hsa-mir-590,142,876,1
"Carcinoma, Hepatocellular",hsa-mir-590,18,876,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-590,20,876,1
"Carcinoma, Prostate",hsa-mir-590,153,876,1
Cardiomyopathy,hsa-mir-590,159,876,1
Colorectal Carcinoma,hsa-mir-590,30,876,1
Diabetes Mellitus,hsa-mir-590,34,876,1
"Diabetes Mellitus, Type 2",hsa-mir-590,36,876,1
Glioblastoma,hsa-mir-590,43,876,1
Glioma,hsa-mir-590,44,876,1
Influenza,hsa-mir-590,212,876,1
Kidney Neoplasms,hsa-mir-590,222,876,1
"Leukemia, Myeloid, Acute",hsa-mir-590,60,876,1
Neoplasms,hsa-mir-590,85,876,1
Rectal Neoplasms,hsa-mir-590,269,876,1
Vulvar Squamous Cell Carcinoma,hsa-mir-590,649,876,1
"Adenocarcinoma, Lung",hsa-mir-592,121,878,1
Breast Neoplasms,hsa-mir-592,15,878,1
"Carcinoma, Colon",hsa-mir-592,142,878,1
"Carcinoma, Hepatocellular",hsa-mir-592,18,878,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-592,20,878,1
Colorectal Carcinoma,hsa-mir-592,30,878,1
Eosinophilic Esophagitis,hsa-mir-592,39,878,1
Glioma,hsa-mir-592,44,878,1
Ischemia,hsa-mir-592,340,878,1
Ischemic Diseases,hsa-mir-592,310,878,1
Lung Neoplasms,hsa-mir-592,69,878,1
Polycystic Ovarian Syndrome,hsa-mir-592,94,878,1
"Adenocarcinoma, Lung",hsa-mir-608,121,895,1
Anxiety,hsa-mir-608,654,895,1
Breast Neoplasms,hsa-mir-608,15,895,1
"Carcinoma, Colon",hsa-mir-608,142,895,1
"Carcinoma, Hepatocellular",hsa-mir-608,18,895,1
"Carcinoma, Nasopharyngeal",hsa-mir-608,148,895,1
Chordoma,hsa-mir-608,463,895,1
Colorectal Carcinoma,hsa-mir-608,30,895,1
Hypertension,hsa-mir-608,51,895,1
Kaposi Sarcoma,hsa-mir-608,391,895,1
Lung Neoplasms,hsa-mir-608,69,895,1
Lupus Vulgaris,hsa-mir-608,70,895,1
Muscle Diseases,hsa-mir-608,245,895,1
Neoplasms,hsa-mir-608,85,895,1
Neuroinflammation,hsa-mir-608,399,895,1
Rectal Neoplasms,hsa-mir-608,269,895,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-608,109,895,1
"Adenocarcinoma, Lung",hsa-mir-620,121,908,1
Neoplasms,hsa-mir-620,85,908,1
"Adenocarcinoma, Lung",hsa-mir-650,121,944,1
Adenovirus Infection,hsa-mir-650,444,944,1
"Carcinoma, Breast",hsa-mir-650,139,944,1
"Carcinoma, Hepatocellular",hsa-mir-650,18,944,1
Colorectal Carcinoma,hsa-mir-650,30,944,1
Gastric Neoplasms,hsa-mir-650,42,944,1
Glioma,hsa-mir-650,44,944,1
Heart Failure,hsa-mir-650,47,944,1
Influenza,hsa-mir-650,212,944,1
"Leukemia, Lymphocytic, Chronic, B-Cell",hsa-mir-650,59,944,1
Melanoma,hsa-mir-650,76,944,1
Neoplasms,hsa-mir-650,85,944,1
Prostate Neoplasms,hsa-mir-650,99,944,1
Rheumatoid Arthritis,hsa-mir-650,102,944,1
"Squamous Cell Carcinoma, Lung",hsa-mir-650,275,944,1
"Adenocarcinoma, Lung",hsa-mir-655,121,948,1
Adenovirus Infection,hsa-mir-655,444,948,1
"Carcinoma, Hepatocellular",hsa-mir-655,18,948,1
"Carcinoma, Renal Cell",hsa-mir-655,21,948,1
"Leukemia, Myeloid, Acute",hsa-mir-655,60,948,1
Pituitary Neoplasms,hsa-mir-655,91,948,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-655,109,948,1
"Adenocarcinoma, Lung",hsa-mir-7,121,981,1
Adrenal Cortex Neoplasms,hsa-mir-7,123,981,1
Alzheimer Disease,hsa-mir-7,5,981,1
Androgenetic Alopecia,hsa-mir-7,480,981,1
Borna Disease,hsa-mir-7,783,981,1
Brain Neoplasms,hsa-mir-7,291,981,1
Breast Neoplasms,hsa-mir-7,15,981,1
"Carcinoma, Breast",hsa-mir-7,139,981,1
"Carcinoma, Breast, Triple Negative",hsa-mir-7,140,981,1
"Carcinoma, Gastric",hsa-mir-7,144,981,1
"Carcinoma, Hepatocellular",hsa-mir-7,18,981,1
"Carcinoma, Lung",hsa-mir-7,146,981,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-7,20,981,1
"Carcinoma, Ovarian",hsa-mir-7,150,981,1
"Carcinoma, Pancreatic",hsa-mir-7,152,981,1
"Carcinoma, Renal Cell",hsa-mir-7,21,981,1
"Carcinoma, Thyroid, Follicular",hsa-mir-7,156,981,1
"Carcinoma, Thyroid, Papillary",hsa-mir-7,157,981,1
Colorectal Carcinoma,hsa-mir-7,30,981,1
Diabetes Mellitus,hsa-mir-7,34,981,1
"Diabetes Mellitus, Type 2",hsa-mir-7,36,981,1
Endocrine Gland Neoplasms,hsa-mir-7,759,981,1
Gastric Neoplasms,hsa-mir-7,42,981,1
Gastrointestinal Neoplasms,hsa-mir-7,193,981,1
Glioblastoma,hsa-mir-7,43,981,1
Glioma,hsa-mir-7,44,981,1
Human Immunodeficiency Virus Infection,hsa-mir-7,50,981,1
Hypogonadotropic Hypogonadism,hsa-mir-7,412,981,1
Intervertebral Disc Degeneration,hsa-mir-7,427,981,1
Ischemia-Reperfusion Injury,hsa-mir-7,218,981,1
"Leukemia, Myeloid, Acute",hsa-mir-7,60,981,1
"Leukemia, Myeloid, Chronic",hsa-mir-7,62,981,1
Liver Neoplasms,hsa-mir-7,229,981,1
Lung Neoplasms,hsa-mir-7,69,981,1
Melanoma,hsa-mir-7,76,981,1
Neoplasms,hsa-mir-7,85,981,1
Nervous System Diseases,hsa-mir-7,362,981,1
Neuroblastoma,hsa-mir-7,363,981,1
Neurodegenerative Diseases,hsa-mir-7,86,981,1
Ovarian Neoplasms,hsa-mir-7,88,981,1
Pancreatic Neoplasms,hsa-mir-7,89,981,1
Parkinson Disease,hsa-mir-7,90,981,1
Prostate Neoplasms,hsa-mir-7,99,981,1
Schizophrenia,hsa-mir-7,103,981,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-7,109,981,1
Systemic Lupus Erythematosus,hsa-mir-7,112,981,1
Thyroid Neoplasms,hsa-mir-7,113,981,1
Viral Infectious Disease,hsa-mir-7,325,981,1
White Spot Syndrome Virus Infection,hsa-mir-7,650,981,1
"Adenocarcinoma, Lung",hsa-mir-766,121,1000,1
Alzheimer Disease,hsa-mir-766,5,1000,1
"Diabetes Mellitus, Type 2",hsa-mir-766,36,1000,1
Esophageal Neoplasms,hsa-mir-766,186,1000,1
Inflammation,hsa-mir-766,211,1000,1
Melanoma,hsa-mir-766,76,1000,1
"Squamous Cell Carcinoma, Skin or Unspecific",hsa-mir-766,637,1000,1
"Adenocarcinoma, Pancreatic Ductal",hsa-let-7d,122,7,1
Alzheimer Disease,hsa-let-7d,5,7,1
Asthma,hsa-let-7d,10,7,1
Breast Neoplasms,hsa-let-7d,15,7,1
"Carcinoma, Adrenocortical",hsa-let-7d,16,7,1
"Carcinoma, Hepatocellular",hsa-let-7d,18,7,1
"Carcinoma, Lung, Non-Small-Cell",hsa-let-7d,20,7,1
"Carcinoma, Renal Cell",hsa-let-7d,21,7,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-let-7d,155,7,1
Cocaine Abuse,hsa-let-7d,523,7,1
Colon Neoplasms,hsa-let-7d,29,7,1
Crohn Disease,hsa-let-7d,32,7,1
"Diabetes Mellitus, Type 2",hsa-let-7d,36,7,1
Digestive System Neoplasms,hsa-let-7d,177,7,1
Endometrial Neoplasms,hsa-let-7d,183,7,1
Endometriosis,hsa-let-7d,38,7,1
Ependymoma,hsa-let-7d,335,7,1
Epilepsy,hsa-let-7d,185,7,1
Familial Mediterranean Fever,hsa-let-7d,40,7,1
Glioblastoma,hsa-let-7d,43,7,1
Head And Neck Neoplasms,hsa-let-7d,198,7,1
Heart Failure,hsa-let-7d,47,7,1
Hepatitis C Virus Infection,hsa-let-7d,49,7,1
HIV-Associated Lipodystrophy,hsa-let-7d,834,7,1
Hyperactivity Disorder,hsa-let-7d,206,7,1
Hypertrophy,hsa-let-7d,52,7,1
Idiopathic Pulmonary Fibrosis,hsa-let-7d,338,7,1
Inflammation,hsa-let-7d,211,7,1
Kaposi Sarcoma,hsa-let-7d,391,7,1
Kidney Diseases,hsa-let-7d,220,7,1
"Leukemia, Myeloid, Acute",hsa-let-7d,60,7,1
"Leukemia, Promyelocytic, Acute",hsa-let-7d,64,7,1
Lung Fibrosis,hsa-let-7d,68,7,1
Lung Neoplasms,hsa-let-7d,69,7,1
Lymphoma,hsa-let-7d,71,7,1
"Lymphoma, Primary Effusion",hsa-let-7d,765,7,1
Macular Degeneration,hsa-let-7d,397,7,1
Melanoma,hsa-let-7d,76,7,1
Mycosis Fungoides,hsa-let-7d,766,7,1
Myelodysplastic Syndromes,hsa-let-7d,82,7,1
Nasopharyngeal Neoplasms,hsa-let-7d,84,7,1
Neoplasms,hsa-let-7d,85,7,1
Obesity,hsa-let-7d,87,7,1
Osteosarcoma,hsa-let-7d,259,7,1
Ovarian Neoplasms,hsa-let-7d,88,7,1
Pancreatic Neoplasms,hsa-let-7d,89,7,1
Parkinson Disease,hsa-let-7d,90,7,1
Peritoneal Dialysis Failure,hsa-let-7d,613,7,1
Pituitary Neoplasms,hsa-let-7d,91,7,1
Prostate Neoplasms,hsa-let-7d,99,7,1
Reproductive System Disease,hsa-let-7d,810,7,1
Retinal Degeneration,hsa-let-7d,100,7,1
Retinoblastoma,hsa-let-7d,101,7,1
"Squamous Cell Carcinoma, Oral",hsa-let-7d,276,7,1
Systemic Lupus Erythematosus,hsa-let-7d,112,7,1
Vascular Disease,hsa-let-7d,286,7,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-10a,122,35,1
Alzheimer Disease,hsa-mir-10a,5,35,1
Atherosclerosis,hsa-mir-10a,11,35,1
Atrial Fibrillation,hsa-mir-10a,131,35,1
Autoimmune Diseases,hsa-mir-10a,290,35,1
Bladder Neoplasms,hsa-mir-10a,14,35,1
Breast Neoplasms,hsa-mir-10a,15,35,1
"Carcinoma, Cervical",hsa-mir-10a,141,35,1
"Carcinoma, Hepatocellular",hsa-mir-10a,18,35,1
"Carcinoma, Laryngeal",hsa-mir-10a,432,35,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-10a,20,35,1
"Carcinoma, Thyroid, Follicular",hsa-mir-10a,156,35,1
"Carcinoma, Thyroid, Medullary",hsa-mir-10a,421,35,1
"Carcinoma, Thyroid, Papillary",hsa-mir-10a,157,35,1
"Carcinoma, Urothelial, Upper Tract",hsa-mir-10a,158,35,1
"Cardiomyopathy, Hypertrophic",hsa-mir-10a,22,35,1
